"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Ontology","Direction","GeneRatio","p.adjust","Count"
"Chemical Synaptic Transmission (GO:0007268)","79/273",2.1253333394011e-11,8.97315735895145e-08,0,0,2.63449490001054,64.7414143293172,"CHRM3;SNAP25;GRIK4;GRIK2;HTR4;SLC6A2;CDH8;GABRR3;GABRR2;GRM2;GRM4;GRM7;MPZ;KIF5A;BSN;ERC2;CHRNB2;CHRNB4;UNC13A;HTR3A;HTR3B;SYN3;GABRG3;SYN2;GABRG2;SHISA6;CACNB1;CACNB3;CACNB4;MTNR1B;SNPH;KCNQ3;UTS2;RAPSN;CHRNA1;BRSK1;GRIA2;CHRNA3;NLGN1;CHRNA5;SLC1A3;LPAR3;CACNA1E;CPLX1;CHRND;GRIN2A;GALR3;KCNN1;SNCG;NPTX1;GABRE;NPTX2;GABRD;DRD4;GABRA2;GABRQ;SYT5;GABBR2;NQO1;DTNA;SLC12A5;GAD1;GABRA3;HTR1D;GRIN2C;PCDHB11;PCDHB10;GRIN2D;GRIN1;GRIN3B;PCDHB2;SLC6A9;PCDHB16;PCDHB6;RIMBP3;MYCBPAP;PCDHB3;PCDHB9;CBLN1","BP","Up",0.289377289377289,8.97315735895145e-08,79
"Extracellular Matrix Organization (GO:0030198)","57/176",1.16220910675877e-10,2.45342342436775e-07,0,0,3.08673480657753,70.6106895259241,"COLGALT2;LOXL4;PLOD3;SCX;CTSV;LAMC1;LOXL2;MMP24;IBSP;CREB3L1;SH3PXD2B;COL10A1;PRSS2;ADAMTS6;POSTN;MMP7;MMP1;APLP1;SPINK5;MMP3;P3H4;NPNT;MMP9;MMP10;ADAMTS20;MMP12;MMP11;MMP14;CCDC80;COL2A1;ADAM15;COL4A2;LOX;SPINT1;COL4A1;MMP17;COL4A6;COL4A5;COL8A1;MATN3;COL15A1;COL11A1;KLK4;CAPG;ADAMTS16;ADAMTS14;ADAMTS18;SERPINH1;COL24A1;COL22A1;COL1A1;COL1A2;COL5A3;COL7A1;COL9A1;TLL2;COL9A2","BP","Up",0.323863636363636,2.45342342436775e-07,57
"Anterograde Trans-Synaptic Signaling (GO:0098916)","61/199",3.25771750902951e-10,4.23921710587797e-07,0,0,2.8496656147293,62.2504441841705,"CHRM3;SNAP25;GRIK4;GRIK2;HTR4;SLC6A2;GABRR3;GABRR2;GRM2;GRM4;GRM7;MPZ;KIF5A;BSN;CHRNB2;CHRNB4;HTR3A;HTR3B;SYN2;CACNB1;CACNB3;CACNB4;MTNR1B;KCNQ3;UTS2;RAPSN;CHRNA1;GRIA2;CHRNA3;NLGN1;CHRNA5;SLC1A3;LPAR3;CACNA1E;CPLX1;CHRND;GRIN2A;GALR3;KCNN1;SNCG;NPTX1;NPTX2;GABRD;DRD4;GABRQ;SYT5;GABBR2;DTNA;SLC12A5;GAD1;HTR1D;PCDHB11;PCDHB10;GRIN1;PCDHB2;PCDHB16;PCDHB6;MYCBPAP;PCDHB3;PCDHB9;CBLN1","BP","Up",0.306532663316583,4.23921710587797e-07,61
"External Encapsulating Structure Organization (GO:0045229)","41/110",4.01631180092655e-10,4.23921710587797e-07,0,0,3.81740428777772,82.5914005017975,"COL15A1;COL11A1;ADAMTS16;ADAMTS14;MMP24;IBSP;ADAMTS18;COL10A1;TGM3;ADAMTS6;POSTN;MMP7;COL24A1;MMP1;COL22A1;APLP1;SPINK5;MMP3;NPNT;MMP9;MMP10;HRNR;ADAMTS20;COL1A1;MMP12;MMP11;MMP14;CCDC80;COL1A2;COL4A2;SPINT1;COL4A1;COL5A3;COL7A1;MMP17;COL4A6;COL9A1;COL4A5;COL8A1;COL9A2;MATN3","BP","Up",0.372727272727273,4.23921710587797e-07,41
"Extracellular Structure Organization (GO:0043062)","39/109",4.16692139063733e-09,3.51854842225416e-06,0,0,3.57643736345713,69.0112513414423,"COL15A1;COL11A1;ADAMTS16;ADAMTS14;MMP24;IBSP;ADAMTS18;COL10A1;ADAMTS6;POSTN;MMP7;COL24A1;MMP1;COL22A1;APLP1;SPINK5;MMP3;NPNT;MMP9;MMP10;ADAMTS20;COL1A1;MMP12;MMP11;MMP14;CCDC80;COL1A2;COL4A2;SPINT1;COL4A1;COL5A3;COL7A1;MMP17;COL4A6;COL9A1;COL4A5;COL8A1;COL9A2;MATN3","BP","Up",0.357798165137615,3.51854842225416e-06,39
"DNA Unwinding Involved In DNA Replication (GO:0006268)","14/20",1.24116106062707e-08,8.73363666327916e-06,0,0,14.8950480413895,271.158890010432,"GINS1;GINS2;MCM7;GINS3;GINS4;HMGA1;RECQL4;CDC45;RAD51;MCM3;MCM4;MCM5;MCM6;MCM2","BP","Up",0.7,8.73363666327916e-06,14
"Double-Strand Break Repair Via Break-Induced Replication (GO:0000727)","10/11",2.05768667616853e-08,1.24107902096908e-05,0,0,63.760147601476,1128.49712415849,"GINS2;MCM7;MCMDC2;GINS4;MCM3;MCM4;CDC7;MCM5;MCM6;MCM2","BP","Up",0.909090909090909,1.24107902096908e-05,10
"DNA-templated DNA Replication (GO:0006261)","28/69",2.73578681888643e-08,1.44381149366731e-05,0,0,4.37331932011742,76.1581269820696,"PRIM2;BLM;MCM7;PRIM1;MCM10;RECQL4;CDC45;ORC6;ORC1;POLD1;GINS1;WDHD1;GINS2;RFC3;RFC4;GINS3;GINS4;HMGA1;POLA2;RAD51;POLG2;POLE2;MCM3;MCM4;MCM5;DNA2;MCM6;MCM2","BP","Up",0.405797101449275,1.44381149366731e-05,28
"Monoatomic Cation Transmembrane Transport (GO:0098655)","72/281",4.76730754423936e-08,2.23639693908651e-05,0,0,2.22089073273681,37.4417726743994,"KCNG1;KCNG2;KCNC1;KCNK9;KCNC2;ATP2A1;SLC6A2;SLC6A3;SLC9C2;SLC8A2;SCN5A;SLC39A1;SLC39A4;KCNH2;SLC36A1;KCNH3;KCNH4;KCNH5;TRPC6;KCNK10;SLC6A17;KCNH6;SLC30A3;TRPC3;SLC30A2;ABCC8;TRPC4;KCNK12;SLC6A14;SLC39A10;SLC6A11;CACNB1;SLC9A2;SLC9A3;KCNQ3;SLC29A4;CNGB3;SCN4A;SCN4B;HCN4;HCN3;SLC1A3;ATP1A2;CACNA1C;LRRC52;CACNA1G;GRIN2A;ASIC5;KCNN1;KCNN3;CACNA1S;CACNG1;TRPM6;ASIC3;ATP6V1C1;TRPM3;ASIC1;KCNF1;MCOLN3;KCNJ11;SLC12A1;SLC4A11;GRIN2C;GRIN2D;GRIN1;ATP4A;SLC6A7;SLC6A8;SLC6A9;FXYD2;NOX5;HCN2","BP","Up",0.256227758007117,2.23639693908651e-05,72
"Inorganic Cation Transmembrane Transport (GO:0098662)","71/284",1.6683245395067e-07,5.51711712338904e-05,0,0,2.14760286900717,33.5160826780831,"KCNG1;KCNG2;KCNC1;KCNK9;KCNC2;AQP8;ATP2A1;SLC6A2;SLC6A3;SLC9C2;SLC8A2;SCN5A;SLC39A1;SLC39A4;KCNH2;SLC36A1;KCNH3;KCNH4;KCNH5;TRPC6;KCNK10;SLC6A17;KCNH6;SLC30A3;TRPC3;SLC30A2;ABCC8;TRPC4;KCNK12;SLC6A14;SLC39A10;SLC6A11;HTR3A;HTR3B;CACNB1;SLC9A2;SLC9A3;KCNQ3;SCN4A;RHCG;SCN4B;HCN4;HCN3;SLC1A3;ATP1A2;CACNA1C;LRRC52;CACNA1G;ASIC5;KCNN1;KCNN3;CACNA1S;CACNG1;TRPM6;RHBG;ASIC3;ATP6V1C1;TRPM3;ASIC1;KCNF1;MCOLN3;KCNJ11;SLC12A1;SLC4A11;ATP4A;SLC6A7;SLC6A8;SLC6A9;FXYD2;NOX5;HCN2","BP","Up",0.25,5.51711712338904e-05,71
"Mitotic Spindle Assembly Checkpoint Signaling (GO:0007094)","15/26",1.69878073434528e-07,5.51711712338904e-05,0,0,8.70559569820198,135.70443516715,"PLK1;BUB1B;TTK;HASPIN;NDC80;ZWINT;CDC20;CENPF;NUF2;KNTC1;TRIP13;BUB1;SPC24;MAD2L1;SPC25","BP","Up",0.576923076923077,5.51711712338904e-05,15
"Mitotic Spindle Checkpoint Signaling (GO:0071174)","15/26",1.69878073434528e-07,5.51711712338904e-05,0,0,8.70559569820198,135.70443516715,"PLK1;BUB1B;TTK;HASPIN;NDC80;ZWINT;CDC20;CENPF;NUF2;KNTC1;TRIP13;BUB1;SPC24;MAD2L1;SPC25","BP","Up",0.576923076923077,5.51711712338904e-05,15
"Spindle Assembly Checkpoint Signaling (GO:0071173)","15/26",1.69878073434528e-07,5.51711712338904e-05,0,0,8.70559569820198,135.70443516715,"PLK1;BUB1B;TTK;HASPIN;NDC80;ZWINT;CDC20;CENPF;NUF2;KNTC1;TRIP13;BUB1;SPC24;MAD2L1;SPC25","BP","Up",0.576923076923077,5.51711712338904e-05,15
"Microtubule Cytoskeleton Organization Involved In Mitosis (GO:1902850)","24/59",2.51841302134238e-07,7.59481412579108e-05,0,0,4.38618058499364,66.6456748443487,"GPSM2;STIL;PLK1;CDCA8;TTK;KIF11;WDR62;TUBG1;AURKB;NDC80;CENPE;CCNB1;ESPL1;CENPH;INCENP;KIF4A;NUF2;STMN1;TBCE;CDK1;TACC3;BIRC5;DLGAP5;SPC25","BP","Up",0.406779661016949,7.59481412579108e-05,24
"Mitotic Sister Chromatid Segregation (GO:0000070)","36/111",2.82199018168312e-07,7.94296169804409e-05,0,0,3.0769001490313,46.4016643146872,"CDCA5;NCAPG2;KIF14;CDCA8;NCAPG;KIF11;SMC4;NCAPH;CCNB1;DSN1;KNTC1;SPDL1;MISP;CEP55;DLGAP5;SPAG5;PLK1;KIF23;KIF22;TUBG1;NDC80;ZWINT;SGO1;TPX2;CENPE;KIF18A;KIF18B;PSRC1;ESPL1;KIFC2;KIFC1;CENPI;PRC1;CENPK;KIF2C;NCAPD2","BP","Up",0.324324324324324,7.94296169804409e-05,36
"Sister Chromatid Segregation (GO:0000819)","17/34",4.11184712212255e-07,0.000108501365935009,0,0,6.38660747317795,93.9101024276309,"TOP2A;SPAG5;NCAPG2;PLK1;TUBG1;SMC4;NDC80;ZWINT;SGO1;DSN1;KIF18A;KIF18B;ESPL1;CENPI;KIFC1;CENPK;KNTC1","BP","Up",0.5,0.000108501365935009,17
"Positive Regulation Of Cell Cycle Process (GO:0090068)","37/118",5.02097665151927e-07,0.000122205737850207,0,0,2.92818983724686,42.4718451158689,"GPSM2;FEN1;NCAPG2;KIF14;CDCA8;NCAPG;DBF4B;SMC4;NCAPH;AURKB;AURKA;RACGAP1;ECT2;E2F7;E2F8;PDGFRB;PLK4;STIL;NPM2;EDN3;SPAG5;EGF;DDX11;XRCC3;IGF2;CDC7;KIF23;CDC6;NDC80;CDC25B;SSTR5;INCENP;SASS6;BIRC5;NCAPD2;RHNO1;MAD2L1","BP","Up",0.313559322033898,0.000122205737850207,37
"Regulation Of Cyclin-Dependent Protein Kinase Activity (GO:1904029)","22/53",5.21009777665495e-07,0.000122205737850207,0,0,4.53714818623114,65.6411779010601,"BLM;CDKN2B;CDKN2C;CDKN2A;CCNF;CDC6;CDC25C;PKMYT1;CDC25A;CCNA2;CCNB2;CCNB1;CCNE2;CCNE1;CCNI2;CCNP;CDK5RAP3;CCNO;STOX1;CCNJL;CDK5R1;CDKN3","BP","Up",0.415094339622642,0.000122205737850207,22
"Nervous System Development (GO:0007399)","96/433",6.07256500254369e-07,0.000132738305232811,0,0,1.83936455091554,26.3292427809799,"TRIM71;MESP1;CHRM3;SH3GL3;NRSN2;SLC2A1;MSI1;VLDLR;NR2E1;ROBO1;DMBX1;DPYSL4;ZIC2;MDK;DPF1;DNER;ADORA1;NRCAM;EPHB2;MNX1;SOX4;APC2;EMX1;ACTL6B;APLP1;SPINK5;SOX11;PAX6;POU3F2;DNM3;ADGRF1;PAX8;ADGRB2;NAV3;B3GNT5;TYRO3;DCX;LY6H;PAFAH1B3;NBL1;UNC119B;NLGN1;CHRNA3;PLPPR1;SHC3;DLX5;DLX6;SHOX2;ADAM22;NTN5;CAPG;PRDM12;WDR62;MST1R;EFNA5;GLIS2;UGT8;SCIN;ADAM23;IGF2BP1;SPOCK1;IGF2BP3;NPTX1;IGF2BP2;ECT2;BRINP3;HES5;ARNT2;STIL;LIMK1;FZD9;SEMA4F;ZIC4;ZIC5;PCDHB11;PCDHB10;VAX2;FGF17;SDK1;PCDHB2;ARTN;FGF19;PCDHB16;PCDHB6;CSPG5;PCDHB3;SERPINI1;MELTF;MDGA2;FGF13;PCDHB9;NES;MDGA1;FGF12;SDK2;CBLN1","BP","Up",0.221709006928406,0.000132738305232811,96
"Negative Regulation Of Mitotic Metaphase/Anaphase Transition (GO:0045841)","15/28",6.28793487602139e-07,0.000132738305232811,0,0,7.36542016209299,105.174244336059,"PLK1;BUB1B;TTK;HASPIN;NDC80;ZWINT;CDC20;CENPF;NUF2;KNTC1;TRIP13;BUB1;SPC24;MAD2L1;SPC25","BP","Up",0.535714285714286,0.000132738305232811,15
"Mitotic Cell Cycle Phase Transition (GO:0044772)","35/111",8.72563701717913e-07,0.000175426854697763,0,0,2.95079878467117,41.1690435242402,"TRIM71;BRSK1;BRSK2;CCNF;CAMK2A;USH1C;PKMYT1;FOXM1;AURKA;CCNB2;CCNB1;E2F1;UBE2C;PLK1;CDC7;CDC25C;CDC25A;CDC25B;CCNA2;MELK;CCNE2;CCNE1;UBE2S;CDK3;CDK1;SPDYA;CCNI2;TACC3;BCAT1;PLCB1;CCNP;NES;CCNO;CCNJL;CDKN3","BP","Up",0.315315315315315,0.000175426854697763,35
"Muscle Contraction (GO:0006936)","31/94",1.23440442847122e-06,0.000236893431682068,0,0,3.15056048451363,42.8631294853772,"HCN4;MYLK2;RYR2;OXTR;SMPX;TAFAZZIN;ADRA1D;CLCN1;CKMT2;GJC1;CHRND;PABPN1;GALR2;BDKRB2;MYH13;ANKRD2;CACNA1S;ARHGEF11;CHRNB2;DTNA;TPM2;MYH1;MYH3;SLC6A8;TNNT2;CASQ2;UTS2;SCN4A;ALDOA;MYH4;CRYAB","BP","Up",0.329787234042553,0.000236893431682068,31
"Regulation Of DNA-templated DNA Replication (GO:0090329)","11/17",1.61847643935865e-06,0.000297095979433575,0,0,11.6902916205242,155.878644475262,"CDT1;BLM;MCM7;MCIDAS;GMNN;MCM3;MCM4;MCM5;MCM6;TICRR;MCM2","BP","Up",0.647058823529412,0.000297095979433575,11
"DNA Duplex Unwinding (GO:0032508)","18/41",2.11483144349962e-06,0.000353412841739906,0,0,4.99832652141731,65.3108106547177,"GINS1;GINS2;BLM;RTEL1;MCM7;MCM8;DDX11;GINS3;GINS4;HMGA1;RECQL4;CDC45;RAD51;MCM3;MCM4;MCM5;MCM6;MCM2","BP","Up",0.439024390243902,0.000353412841739906,18
"Striated Muscle Contraction (GO:0006941)","22/57",2.27321180661629e-06,0.000353412841739906,0,0,4.01768505771471,52.2070725779916,"ARHGEF11;KCNH2;CHRNA1;MYLK2;RYR2;DTNA;CCDC78;SMPX;TAFAZZIN;TNNC1;KCNE5;ATP1A2;MYH3;JSRP1;TNNT1;TNNT2;CASQ2;TNNI2;TCAP;TNNI3;SCN5A;SCN4B","BP","Up",0.385964912280702,0.000353412841739906,22
"Positive Regulation Of DNA-directed DNA Polymerase Activity (GO:1900264)","9/12",2.34380851935514e-06,0.000353412841739906,0,0,19.1187753596459,247.85070630082,"GINS1;GINS2;RFC3;PCNA;RFC4;POLG2;DSCC1;GINS3;GINS4","BP","Up",0.75,0.000353412841739906,9
"Regulation Of DNA-directed DNA Polymerase Activity (GO:1900262)","9/12",2.34380851935514e-06,0.000353412841739906,0,0,19.1187753596459,247.85070630082,"GINS1;GINS2;RFC3;PCNA;RFC4;POLG2;DSCC1;GINS3;GINS4","BP","Up",0.75,0.000353412841739906,9
"Regulation Of DNA-templated DNA Replication Initiation (GO:0030174)","9/12",2.34380851935514e-06,0.000353412841739906,0,0,19.1187753596459,247.85070630082,"MCIDAS;MCM7;GMNN;MCM3;MCM4;MCM5;MCM6;MCM2;TICRR","BP","Up",0.75,0.000353412841739906,9
"Mitotic DNA Replication (GO:1902969)","8/10",4.0375211466731e-06,0.000574103763646891,0,0,25.4837758112094,316.505428140606,"GINS1;LIG1;GINS3;MCM3;MCM4;MCM6;TK1;MCM2","BP","Up",0.8,0.000574103763646891,8
"Mitotic Spindle Organization (GO:0007052)","28/85",4.07937302449236e-06,0.000574103763646891,0,0,3.14280128255259,39.000803874956,"GPSM2;CDCA8;TTK;KIF11;WDR62;AURKB;AURKA;CCNB1;NUF2;STMN1;MISP;DLGAP5;STIL;PLK1;KIF23;TUBG1;NDC80;CENPE;TPX2;KIFC2;CENPH;INCENP;KIFC1;PRC1;KIF4A;TBCE;BIRC5;SPC25","BP","Up",0.329411764705882,0.000574103763646891,28
"Cell Cycle G2/M Phase Transition (GO:0044839)","17/40",6.94167550929494e-06,0.000945411419362685,0,0,4.71889526934646,56.0508841012647,"BRSK1;BRSK2;PLK1;USH1C;FOXM1;PKMYT1;CDC25C;AURKB;CDC25A;AURKA;CDC25B;CCNA2;CCNB1;MELK;CDK1;PLCB1;NES","BP","Up",0.425,0.000945411419362685,17
"Mitotic Nuclear Division (GO:0140014)","18/45",1.04412422372902e-05,0.00137759139768247,0,0,4.25684678016284,48.8249555621478,"SPAG5;UBE2C;NCAPG2;PLK1;TUBG1;SMC4;NDC80;ZWINT;SGO1;DSN1;KIF18A;KIF18B;ESPL1;CENPI;KIFC1;UBE2S;CENPK;KNTC1","BP","Up",0.4,0.00137759139768247,18
"Sodium Ion Transport (GO:0006814)","28/89",1.10020015964414e-05,0.00140758941636895,0,0,2.93603390738801,33.5219714169034,"HCN4;HCN3;WNK4;ATP1A2;SLC5A2;SLC6A2;SLC6A3;SLC5A4;SLC8A2;SLC5A5;ASIC5;SCN5A;ASIC3;SCN1A;ASIC1;SLC34A3;SLC6A17;SLC6A14;SLC12A1;SLC4A11;SLC6A11;SLC6A7;SLC6A8;SLC6A9;SCN4A;FGF13;SCN4B;HCN2","BP","Up",0.314606741573034,0.00140758941636895,28
"Embryonic Skeletal System Morphogenesis (GO:0048704)","14/30",1.21821658568403e-05,0.00151273836022293,0,0,5.58240946045824,63.1679635384329,"TFAP2A;OSR2;IRX5;SIX1;SOX11;HOXA9;COL2A1;HOXB9;HOXA3;HOXC4;HOXD4;HOXD3;HOXC9;HOXD9","BP","Up",0.466666666666667,0.00151273836022293,14
"G2/M Transition Of Mitotic Cell Cycle (GO:0000086)","16/38",1.48986961012887e-05,0.00179720842684688,0,0,4.6417428725121,51.5894297228516,"BRSK1;BRSK2;PLK1;USH1C;FOXM1;PKMYT1;CDC25C;CDC25A;AURKA;CDC25B;CCNA2;CCNB1;MELK;CDK1;PLCB1;NES","BP","Up",0.421052631578947,0.00179720842684688,16
"Sodium Ion Transmembrane Transport (GO:0035725)","26/82",1.9194315402482e-05,0.00225106665636886,0,0,2.96839537596776,32.2394346394337,"HCN4;HCN3;ATP1A2;SLC5A2;SLC6A2;SLC6A3;SLC9C2;SLC8A2;ASIC5;SCN5A;ASIC3;ASIC1;SLC6A17;SLC6A14;SLC12A1;SLC6A11;SLC9A2;SLC9A3;ATP4A;SLC6A7;SLC6A8;SLC6A9;FXYD2;SCN4A;SCN4B;HCN2","BP","Up",0.317073170731707,0.00225106665636886,26
"DNA Replication Initiation (GO:0006270)","11/21",2.72514151661603e-05,0.00310960742787916,0,0,7.0125507567368,73.7047492761868,"PRIM2;POLA2;CDC45;ORC6;MCM7;ORC1;PRIM1;MCM3;MCM10;MCM5;MCM2","BP","Up",0.523809523809524,0.00310960742787916,11
"Skeletal System Development (GO:0001501)","39/149",3.17119113051364e-05,0.00345813973024101,0,0,2.27062493642128,23.5209909092976,"PKDCC;DLX5;DLX6;SHOX2;IHH;STC1;HOXA13;PHEX;PTHLH;HOXA11;COMP;EXTL1;TCOF1;BGLAP;FRZB;SH3PXD2B;COL10A1;SOX9;PITX1;NKX3-2;HES5;GDF10;BMP8B;SULF1;BMP7;TBX4;RFLNA;COL1A1;MMP14;SNORC;COL1A2;COL2A1;CDH11;CHI3L1;COL9A2;HOXD3;NOTUM;INHA;MATN3","BP","Up",0.261744966442953,0.00345813973024101,39
"Interstrand Cross-Link Repair (GO:0036297)","15/36",3.19439719278539e-05,0.00345813973024101,0,0,4.55743332453129,47.1763944149161,"FANCI;CENPX;POLN;MCM8;XRCC3;FANCA;FAAP24;FANCB;FANCE;FANCG;RAD51AP1;NEIL3;RAD51;FANCD2;HROB","BP","Up",0.416666666666667,0.00345813973024101,15
"Positive Regulation Of Mitotic Sister Chromatid Separation (GO:1901970)","9/15",3.61696064362357e-05,0.00381770195934467,0,0,9.55772777572851,97.7496670173836,"CDC20;ESPL1;UBE2C;INCENP;NSMCE2;CDCA8;BIRC5;AURKB;DLGAP5","BP","Up",0.6,0.00381770195934467,9
"Sinoatrial Node Development (GO:0003163)","6/7",3.89510742886955e-05,0.00401101062553347,0,0,38.1997052321297,387.849407785107,"HCN4;MESP1;GJB6;SHOX2;TBX18;CACNA1G","BP","Up",0.857142857142857,0.00401101062553347,6
"Regulation Of Dendrite Development (GO:0050773)","16/41",4.61444929698051e-05,0.00463862022186946,0,0,4.08402366863905,40.7738016000181,"CHRNB2;CHRNA3;ZNF296;BCL11A;DCC;SEZ6;VLDLR;LRP8;BMP7;RAP2A;HECW1;CSMD3;KIAA0319;LZTS1;DBN1;PACSIN1","BP","Up",0.390243902439024,0.00463862022186946,16
"Anterior/Posterior Pattern Specification (GO:0009952)","20/59",5.94113061826752e-05,0.00583336127216871,0,0,3.27464387464387,31.8656447174251,"HES6;CDX2;CDX1;HOXA9;TIFAB;HOXB9;HEY1;WT1;SIX2;HOXA3;HOXC4;HOXD4;HOXD3;HOXC9;HOXB7;HES2;HOXD9;HES5;HES4;HOXC6","BP","Up",0.338983050847458,0.00583336127216871,20
"DNA Replication (GO:0006260)","23/73",6.36194052148166e-05,0.00610457110947626,0,0,2.93874675565443,28.3959109520896,"WDHD1;FEN1;RFC3;BLM;RFC4;MCM7;MCM8;TICRR;RECQL4;FAM111B;POLA2;POLG2;POLD1;POLE2;CHEK1;PCLAF;CDK1;MCM4;MCM5;NT5M;DNA2;MCM6;MCM2","BP","Up",0.315068493150685,0.00610457110947626,23
"Calcium-Dependent Cell-Cell Adhesion Via Plasma Membrane Cell Adhesion Molecules (GO:0016339)","15/38",6.79290826933097e-05,0.00631166626991981,0,0,4.1606525757454,39.9299754016406,"NLGN1;PCDHB11;CDH9;PCDHB10;CDH8;PCDHB2;CDH22;CDH11;PCDHB16;CDH12;PCDHB6;CDH13;PCDHB3;CDH17;PCDHB9","BP","Up",0.394736842105263,0.00631166626991981,15
"Mitotic Spindle Elongation (GO:0000022)","7/10",7.02625093998653e-05,0.00631166626991981,0,0,14.8591964614818,142.10254037282,"RACGAP1;INCENP;PRC1;KIF4A;BIRC5;CDCA8;KIF23","BP","Up",0.7,0.00631166626991981,7
"Mitotic Spindle Midzone Assembly (GO:0051256)","7/10",7.02625093998653e-05,0.00631166626991981,0,0,14.8591964614818,142.10254037282,"RACGAP1;INCENP;PRC1;KIF4A;BIRC5;CDCA8;KIF23","BP","Up",0.7,0.00631166626991981,7
"Modulation Of Chemical Synaptic Transmission (GO:0050804)","33/123",7.39448481531602e-05,0.00650406560213838,0,0,2.34573874209155,22.3131150396801,"GRIA2;NLGN1;MCTP1;PLPPR4;CAMK2A;GRIK4;ATP1A2;GRIK2;CPLX2;CPLX1;LRP8;SLC8A2;BEGAIN;RIMS2;GRM2;RIMS3;GRM4;GRM7;TMEM108;NPTX1;NPTX2;CHRNB2;CHRNB4;SLC38A1;FER1L5;UNC13A;MAPK8IP2;SYN3;SNCAIP;GRIN3B;SLC6A9;DGKI;CNTNAP4","BP","Up",0.268292682926829,0.00650406560213838,33
"Positive Regulation Of Chromosome Separation (GO:1905820)","8/13",7.87040896131086e-05,0.00678140135401111,0,0,10.1917404129794,96.3100659079366,"INCENP;NCAPG2;CDCA8;NCAPG;BIRC5;NCAPD2;SMC4;NCAPH","BP","Up",0.615384615384615,0.00678140135401111,8
"Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0000079)","24/79",8.53399061052876e-05,0.00720610167153049,0,0,2.78796870785001,26.1201118726537,"BLM;CDKN2B;CDKN2C;CDKN2A;CCNF;PLK1;CDC6;CDC25C;PKMYT1;CDC25A;CCNA2;CCNB2;CCNB1;PSRC1;CCNE2;CCNE1;CCNI2;SPDYA;CCNP;CDK5RAP3;CCNO;CCNJL;CDK5R1;CDKN3","BP","Up",0.30379746835443,0.00720610167153049,24
"Skeletal System Morphogenesis (GO:0048705)","16/43",9.07839313826652e-05,0.00735290868649572,0,0,3.7810650887574,35.1904796156975,"TFAP2A;OSR2;SIX1;SOX11;TBX4;RFLNA;SFRP4;HOXA9;HOXB9;HOXA3;HOXC4;HOXD4;HOXD3;HOXC9;HOXD9;IFITM5","BP","Up",0.372093023255814,0.00735290868649572,16
"Sensory Perception Of Mechanical Stimulus (GO:0050954)","26/89",9.15983278741512e-05,0.00735290868649572,0,0,2.63750132569732,24.5237445911137,"CLIC5;CEMIP;COL11A1;USH1C;LOXHD1;GRM7;PIEZO2;PDZD7;CHRNB2;TFAP2A;EYA1;WHRN;SLC52A3;MYO7B;DCDC2;LHFPL4;LHFPL3;TSPEAR;COL1A1;TMIE;COL2A1;USH1G;MYO1A;BIRC5;SNAI2;ROR1","BP","Up",0.292134831460674,0.00735290868649572,26
"Generation Of Neurons (GO:0048699)","42/172",9.23032118390035e-05,0.00735290868649572,0,0,2.0689952318033,19.2218587215991,"BRSK1;BRSK2;SEMA3A;SIX1;LRP4;FZD10;WNT6;RACGAP1;SIX4;DNER;TRIM46;SPOCK1;NRCAM;KIAA0319;WNT4;EMX1;FZD2;MYEF2;IRX5;WNT3A;DCC;IRX6;IRX3;EN2;DCDC2;ACSL4;SOX11;POU3F2;VAX2;LHX3;ARTN;SNPH;MAP1B;IL1RAPL1;DCX;LMX1B;LHX4;MAPT;FGF13;MDGA1;LRP12;CDK5R1","BP","Up",0.244186046511628,0.00735290868649572,42
"Glutamate Receptor Signaling Pathway (GO:0007215)","14/35",9.9807416624995e-05,0.00766158023619507,0,0,4.2520325203252,39.1708633878238,"GRIA2;GRIK4;GRIK2;GRIN2C;GRIN1;GRIN2D;GRM2;GRIN2A;GRIN3B;GRM4;GRM7;HOMER3;PLCB1;CDK5R1","BP","Up",0.4,0.00766158023619507,14
"Regulation Of Postsynaptic Membrane Potential (GO:0060078)","14/35",9.9807416624995e-05,0.00766158023619507,0,0,4.2520325203252,39.1708633878238,"GABRA2;CHRNA3;GABRA3;INSYN1;FOXM1;GRIN2C;MAPK8IP2;GABRG3;GABRG2;GRIN1;GRIN2D;GRIN2A;GABRE;DRD4","BP","Up",0.4,0.00766158023619507,14
"Embryonic Organ Morphogenesis (GO:0048562)","16/44",0.000124774021418072,0.00940706997191251,0,0,3.6458157227388,32.7722604471521,"MESP1;RYR2;OSR2;PPP1R35;SIX1;SOX11;HOXA9;HOXB9;SIX2;MFAP2;HOXA3;HOXC4;HOXD4;HOXD3;HOXC9;HOXD9","BP","Up",0.363636363636364,0.00940706997191251,16
"Regulation Of Microtubule Depolymerization (GO:0031114)","11/24",0.000130175968545766,0.0096421568280741,0,0,5.39333276542579,48.2521172234976,"APC2;TPX2;SPEF1;NAV3;MAP1B;MAP1A;CKAP2;STMN2;ARHGEF2;FGF13;TRIM54","BP","Up",0.458333333333333,0.0096421568280741,11
